key,uuid,name,comment,subtype,reference_flow,declared_unit,declared_amount,mass_kg_per_declared_unit,reference_year,valid_until,geography,dataset_version,source_url
expanded_clay_granulate,67c9d57a-872a-4614-8be8-37ecaf9952e4,Expanded clay granulate,Expanded clay granulate 4/16,generic dataset,Expanded clay granulate,kg,1.0,1.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/67c9d57a-872a-4614-8be8-37ecaf9952e4
expanded_clay_sand,8ac5659c-5918-41bb-966d-91efdd6c4e50,1.2.04Expanded clay sand,Expanded clay sand 0/4,generic dataset,1.2.04Expanded clay sand,kg,1.0,1.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/8ac5659c-5918-41bb-966d-91efdd6c4e50
sand_lime_brick_generic,c916ceb3-a44d-40b7-8984-861afa589956,Sand-lime brick,"Sand-lime brick, generic",generic dataset,Sand-lime brick,m3,1.0,2000.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/c916ceb3-a44d-40b7-8984-861afa589956
natural_aggregates_avg,cff84492-d5c8-4da9-a79b-aea5a8507d9d,Natural aggregates (Näppi T & N Oy),Natural aggregates (Naeppi T & N Oy),average dataset,Natural aggregates,kg,1000.0,1000.0,2023,2030,GLO,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/cff84492-d5c8-4da9-a79b-aea5a8507d9d
crushed_stone_2_15,f501dc99-706c-4b15-aaec-2cca2b409b41,Crushed stone 2/15,Crushed stone 2/15,generic dataset,Crushed stone 2/15,kg,1.0,1.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/f501dc99-706c-4b15-aaec-2cca2b409b41
crushed_stone_16_32,f4461491-586a-4770-9a04-716565e58c24,Crushed stone 16/32,Crushed stone 16/32,generic dataset,Crushed stone 16/32,kg,1.0,1.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/f4461491-586a-4770-9a04-716565e58c24
sand_0_2_dried,0d027c8c-89dc-486e-8390-b4649f5e6ed8,Sand 0/2 (dried),"Sand 0/2, dried",generic dataset,Sand 0/2 (dried),kg,1.0,1.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/0d027c8c-89dc-486e-8390-b4649f5e6ed8
fly_ash_hard_coal,90bd318e-7e72-47e7-bdfb-ed6c9309d68a,Hard coal fly ash,Hard coal fly ash (SCM),generic dataset,Hard coal fly ash,kg,1.0,1.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/90bd318e-7e72-47e7-bdfb-ed6c9309d68a
furnace_bottom_ash,38b91399-b79d-491a-b172-2343d7b65c0d,Furnace bottom ash,Furnace bottom ash,generic dataset,Furnace bottom ash,kg,1.0,1.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/38b91399-b79d-491a-b172-2343d7b65c0d
reinforcement_steel_wire,f6861618-5a92-4c3a-94ba-9f7329b29662,Reinforcement steel wire,"Reinforcement steel wire, generic",generic dataset,Reinforcement steel wire,kg,1.0,1.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/f6861618-5a92-4c3a-94ba-9f7329b29662
reinforcing_steel_bars_avg,a019c5d1-f6b5-47da-b842-ef094cba850d,Reinforcing steel bars,"Reinforcing steel bars, industry average",average dataset,Reinforcing steel bars,kg,1.0,1.0,2020,2027,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/a019c5d1-f6b5-47da-b842-ef094cba850d
rammed_earth_wall,4b42a944-ff7e-4540-a46b-c21074255143,Rammed earth wall,Rammed earth wall 2000 kg/m3,generic dataset,Rammed earth wall,m3,1.0,2000.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/4b42a944-ff7e-4540-a46b-c21074255143
clay_plaster,422b2446-8a3f-457d-b47b-4728b2869d86,Clay plaster,Clay plaster 1600 kg/m3,generic dataset,Clay plaster,m3,1.0,900.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/422b2446-8a3f-457d-b47b-4728b2869d86
concrete_paving_stones_avg,32d81066-a845-43d0-bd69-c63897f1496f,Concrete paving stones/slabs,"Concrete paving stones/slabs, industry average",average dataset,Betonpflastersteine/-platten (H. Klostermann GmbH & Co. KG Betonwerke),qm,1.0,,2022,2028,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/32d81066-a845-43d0-bd69-c63897f1496f
precast_concrete_wall_12cm,97b971c7-8d43-4650-bfd6-75fdcf9a2101,"Precast concrete wall, thickness 12cm","Precast concrete wall 12 cm, 291.3 kg/m2",generic dataset,"Precast concrete wall, thickness 12cm",qm,1.0,291.3,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/97b971c7-8d43-4650-bfd6-75fdcf9a2101
rail_transport,b04a12ef-0842-4ee9-b411-02d8073f0f96,Rail transport,"Rail transport, freight",generic dataset,Rail transport,tkm,1.0,,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/b04a12ef-0842-4ee9-b411-02d8073f0f96
barge_transport,5b617407-2029-4b47-84d0-2caf10937b1d,Barge (average),Barge transport (average),generic dataset,Barge (average),tkm,1.0,,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/5b617407-2029-4b47-84d0-2caf10937b1d
container_ship,c1bfdecc-e167-4c3a-8792-5dc06b97b4b8,Container ship,Container ship transport,generic dataset,Container ship,tkm,1.0,,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/c1bfdecc-e167-4c3a-8792-5dc06b97b4b8
excavator_100kW,6abf619b-9e1e-4c1d-996b-0458137d3303,Excavator 100kW,Excavator 100 kW (demolition / loading),generic dataset,Excavator 100kW,m3,1.0,,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/6abf619b-9e1e-4c1d-996b-0458137d3303
electricity_DE_2019,80e3d34e-6f37-4d1d-94fd-b9694b96223d,Electricity grid mix 2019,Electricity grid mix Germany 2019,generic dataset,Electricity grid mix 2019,kWh,1.0,,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/80e3d34e-6f37-4d1d-94fd-b9694b96223d
electricity_DE_2020,3981321a-5d7b-43bb-ad86-61c0e20e1359,Electricity grid mix 2020,Electricity grid mix Germany 2020,generic dataset,Electricity grid mix 2020,kWh,1.0,,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/3981321a-5d7b-43bb-ad86-61c0e20e1359
electricity_DE_2021,669c531b-aa84-4d04-b96b-aa0f075952b3,Electricity grid mix 2021,Electricity grid mix Germany 2021,generic dataset,Electricity grid mix 2021,kWh,1.0,,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/669c531b-aa84-4d04-b96b-aa0f075952b3
electricity_DE_2030,1ba3d2bb-56ca-416d-866c-959f3e83ca77,Electricity grid mix scenario 2030,Electricity grid mix scenario 2030,generic dataset,Electricity grid mix scenario 2030,kWh,1.0,,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/1ba3d2bb-56ca-416d-866c-959f3e83ca77
electricity_DE_2040,ea0ec5fe-056c-488a-975e-a229a008f2c5,Electricity grid mix scenario 2040,Electricity grid mix scenario 2040,generic dataset,Electricity grid mix scenario 2040,kWh,1.0,,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/ea0ec5fe-056c-488a-975e-a229a008f2c5
electricity_DE_2050,3e2e2e0d-957f-4c34-8a44-d0a177d7ab8e,Electricity grid mix scenario 2050,Electricity grid mix scenario 2050,generic dataset,Electricity grid mix scenario 2050,kWh,1.0,,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/3e2e2e0d-957f-4c34-8a44-d0a177d7ab8e
electricity_wind,db3d76da-77ee-4e8a-a219-12448236ee27,Electricity from wind power,Electricity from wind power,generic dataset,Electricity from wind power,kWh,1.0,,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/db3d76da-77ee-4e8a-a219-12448236ee27
electricity_hydro,c840b0e2-d518-48c9-b94f-fa5017872074,Electricity from hydropower,Electricity from hydropower,generic dataset,Electricity from hydropower,kWh,1.0,,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/c840b0e2-d518-48c9-b94f-fa5017872074
electricity_pv,7f5a034f-5541-4ac4-90ff-c1c41d7c93db,Electricity from photovoltaik (1 kWh),Electricity from photovoltaics,generic dataset,Electricity from photovoltaik (1 kWh),kWh,1.0,,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/7f5a034f-5541-4ac4-90ff-c1c41d7c93db
electricity_biogas,b4c942fd-5b75-44bd-b04d-0d52737410ea,Electricity from biogas (1 kWh),Electricity from biogas,generic dataset,Electricity from biogas (1 kWh),kWh,1.0,,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/b4c942fd-5b75-44bd-b04d-0d52737410ea
electricity_biomass,f70619b5-cc1f-462f-9e98-fbd4bb6bbb2f,Electricity from biomass (1 kWh),Electricity from biomass,generic dataset,Electricity from biomass (1 kWh),kWh,1.0,,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/f70619b5-cc1f-462f-9e98-fbd4bb6bbb2f
district_heat_mix_DE,bff1909a-5383-49bb-a450-aa9543e7a9ee,District heating mix Germany,District heating mix Germany,generic dataset,District heating mix Germany,kWh,1.0,,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/bff1909a-5383-49bb-a450-aa9543e7a9ee
district_heat_natural_gas,b0c5883b-61a5-4855-a76a-73afd45e0da5,District heating from natural gas,District heating from natural gas,generic dataset,District heating from natural gas,kWh,1.0,,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/b0c5883b-61a5-4855-a76a-73afd45e0da5
district_heat_biomass,a715dbb0-6fb7-41cb-b2df-d2834414224a,District heating from biomass (solid),District heating from solid biomass,generic dataset,District heating from biomass (solid),kWh,1.0,,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/a715dbb0-6fb7-41cb-b2df-d2834414224a
district_heat_waste,62ecab6c-10e7-4888-a9ab-e5dbbacf0e93,District heating from waste,District heating from waste incineration,generic dataset,District heating from waste,kWh,1.0,,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/62ecab6c-10e7-4888-a9ab-e5dbbacf0e93
heat_wood_chips,99b94822-b67a-41e9-b97e-87506985f4d5,Use - 1 kWh of final energy from wood chips (according to GEG),"Final energy from wood chips (1 kWh, GEG)",generic dataset,Use - 1 kWh of final energy from wood chips (according to GEG),kWh,1.0,,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/99b94822-b67a-41e9-b97e-87506985f4d5
heat_wood_pellets,500e3171-60de-4694-ade3-bb0cd3013a17,Use - 1 kWh of final energy from wood pellets (according to GEG),"Final energy from wood pellets (1 kWh, GEG)",generic dataset,Use - 1 kWh of final energy from wood pellets (according to GEG),kWh,1.0,,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/500e3171-60de-4694-ade3-bb0cd3013a17
biogas,b1052ab1-97a9-45a1-810a-cdd0a3b1f07a,Biogas (1 kg),Biogas (1 kg),generic dataset,Biogas (1 kg),kg,1.0,1.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/b1052ab1-97a9-45a1-810a-cdd0a3b1f07a
light_fuel_oil,de4f1273-f63f-4c2e-998c-639cb0e6e2c3,Light fuel oil,Light fuel oil (fuel supply),generic dataset,Light fuel oil,kg,1.0,1.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/de4f1273-f63f-4c2e-998c-639cb0e6e2c3
wood_incineration_msw,53945e96-502a-4c3f-b487-f087b1fabcb7,Wood-based products incineration in municipal solid waste plant,Wood-based products incineration in MSW plant,generic dataset,Wood-based products incineration in municipal solid waste plant,kg,1.0,1.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/53945e96-502a-4c3f-b487-f087b1fabcb7
incineration_domestic_waste,e7aeda5d-ac64-45c7-994d-50684b73308f,Incineration domestic waste,Incineration of domestic waste,generic dataset,Incineration domestic waste,kg,1.0,1.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/e7aeda5d-ac64-45c7-994d-50684b73308f
